date,symbol,close,returns_pct,ema20,ema50,ema200,atr,atr_pct,adx,rsi,momentum,volume_zscore,vol_percentile,vol_expansion,intraday_range_pct
2026-02-11,ADANIENT.NS,2234.39990234375,0.26888966019851585,2157.6560157631875,2198.0022535642197,2358.2876372705996,68.18573747787178,3.051635358842841,27.590223097033938,64.52757266060665,3.516326261003022,-0.6142987765615575,0.9800796812749004,1.1254003230446046,1.0114507028002966
2026-02-11,ADANIPORTS.NS,1553.4000244140625,-0.08364768468319708,1485.8839387213231,1468.7313857662664,1411.3717432374654,42.94612300651136,2.7646531692768894,24.92067938173477,67.68560119059703,8.735828850685689,-0.663826860859076,0.9760956175298805,1.2101827967050716,1.3003780690557736
2026-02-11,APOLLOHOSP.NS,7507.0,3.911947943384132,7116.248026145154,7162.398737284474,7225.223898030622,160.48472833805428,2.137801096817028,31.8477580612608,83.67223760944186,2.673869930930728,3.507586648110622,0.8326693227091634,1.1473153233937328,3.13041161582523
2026-02-11,ASIANPAINT.NS,2392.5,-0.04597052519491657,2529.613087884681,2633.8049963320773,2582.470920261139,64.12639121895066,2.680308932871501,34.94449223197776,25.62793192478358,-17.10841009161934,1.4454730706535648,0.9362549800796812,0.9931107094457561,1.2288360436259143
2026-02-11,AXISBANK.NS,1347.300048828125,-0.6952618497633759,1323.4356274674335,1291.5423915053125,1209.4838335077993,32.71541897435733,2.4282207220888203,18.05069608535069,56.65495327963458,6.759116388916397,-0.8110122041150517,0.9282868525896414,1.1309826869357447,1.1281786254736532
2026-02-11,BAJAJ-AUTO.NS,9869.5,0.9723394752942045,9557.040085177743,9382.053431989234,8939.774412667135,198.7716445352851,2.013999134052233,24.98081367052324,72.05164702473925,3.3022817667992532,0.18639194012305516,0.350597609561753,1.0468972696544652,1.109478696995795
2026-02-11,BAJAJFINSV.NS,2027.0,-0.04439194177038813,1999.25909834952,2013.0507366401057,1990.8703406859477,38.65340046660916,1.9069265153729236,21.73280643257361,62.596680937997164,0.7856030833194305,-0.6851180436247709,0.5816733067729084,1.0433857844583614,1.3813517513566849
2026-02-11,BAJFINANCE.NS,968.9500122070312,0.3463379070968564,958.334241714874,971.9072657912175,946.9271248315314,23.170314994291964,2.3912807371265368,27.486370016984132,56.63212169063312,2.1022141419421825,-1.0312125142394115,0.9322709163346613,1.084840367995138,1.3519764096084748
2026-02-11,BPCL.NS,387.6000061035156,0.3230185586070555,368.6549606815064,358.6722477892317,328.29590924396854,9.261436749536816,2.389431528301726,48.6818726471647,78.98312508036165,12.231396677190354,-0.679318882597883,0.20318725099601595,1.0173661816959567,1.2641882918793719
2026-02-11,BRITANNIA.NS,6019.0,2.4470424283830092,5898.208420483293,5917.638532604042,5751.417705877117,131.48374721473888,2.1844782723831018,19.509635245282347,66.22248694455678,1.7066576546130419,1.4920474565187116,0.649402390438247,1.1207366054017291,3.0320651270975247
